75670,Juche-Based Theory on Ideology Is, Supreme Leader Kim Jong Un made a historic speech 'œLet Us Hasten Final Victory through a Revolutionary Ideological Offensive' at the 8th Meeting of Ideological Workers of the Workers' Party of Korea on February 25 Juche 103 (2014). This speech is the strategic program that clearly illustrates a path of hastening the victory of the revolutionary cause of Juche and the cause of building a powerful socialist country under the banner of the Juche-oriented theory on ideology. What is important in carrying out the ideological work in an offensive way at present is to constantly study and develop its contents forms and methods and wage it in a planned way looking forward to the future. It is also important to enhance the role of officials and Party members.,Kim Song Nam,2/25/2020
75671,S. Korean Woman Dies of COVID-19,A 56-year-old woman quarantined at the hospital under Kyongbuk National University died of COVID-19 according to the south Korean MBC. It was said that she showed symptoms of dyspnoea and others in the middle of treatment. The media said that COVID-19 would claim the fifth death in south Korea if she is officially confirmed to have died of the new coronavirus.,Rodong Sinmun,2/25/2020
75672,46 New Confirmed COVID-19 Cases Reported in S. Korea,According to Yonhap News of south Korea 46 new confirmed cases of novel coronavirus infection were reported in south Korea as of 16:00 local time on Sunday. The latest report in south Korea brought the total confirmed cases to 602. Of the new confirmed cases 20 are churchgoers in Taegu and an investigation has been under way into how the rest were infected with the virus. Six confirmed cases were reported in the south Korean army as of Sunday afternoon.,Rodong Sinmun,2/25/2020
75673,S. Korea Reports Sixth COVID-19 Death,According to Yonhap News of south Korea another case of novel coronavirus infection died in south Korea on Sunday and so the death toll has reached six. According to the Central Anti-epidemic Measure Headquarters the 59-year-old man (the 55th confirmed case) died in hospital. On Feb. 19 he was diagnosed as having the new coronavirus infection.,Rodong Sinmun,2/25/2020
75674,Officials of Women's Union Toured Battle Sites in Mt Paektu Area,Officials of the women's union from across the country made an expedition to the revolutionary battle sites in the area of Mt Paektu from February 19 to 24. Touring the battle sites of Mt Paektu they deeply grasped the revolutionary history and exploits of President Kim Il Sung and the indomitable fighting spirit of anti-Japanese forerunners. At the Rimyongsu Revolutionary Site they recalled the noble intention of Chairman Kim Jong Il who pioneered the expedition to the revolutionary battle sites in the area of Mt Paektu. At Chongbong and Konchang bivouacs they looked round the site of the headquarters the site where anti-Japanese war heroine Kim Jong Suk boiled rice the site of campfire etc and marched to Kim Jong Il's birthplace in the Paektusan Secret Camp. They looked round the historical mementoes preserved with much care at the birthplace in the Paektusan Secret Camp recalling the revolutionary career of Kim Jong Il. At the plaza before the mosaic of the peerlessly great persons in the Paektusan Secret Camp they had a meeting to vow to accomplish through generations the revolutionary cause of Juche pioneered in Paektu under the guidance of Supreme Leader Kim Jong Un. They stressed that they would bear in mind the revolutionary spirit of Paektu the spirit of the blizzards of Paektu and fully display the indomitable spirit of the Korean women in the offensive for making a breakthrough head-on this meaningful year marking the 75th founding anniversary of the Workers' Party of Korea. They were briefed on Mt Paektu the sacred mountain of revolution and the Soyonjibong Secret Camp before the monument to the teachings on Mudu Peak. During the expedition they also held a meeting to hear impressions of the reminiscences of anti-Japanese guerillas a poem recitation and other colorful political and cultural events and visited various places of Samjiyon City.   ,Rodong Sinmun,2/25/2020
75675,SPA Deputies Visit Chairman Kim Jong Il's Birthplace,  Deputies to the Supreme People's Assembly of the DPRK on an expedition to the revolutionary battle sites in the area of Mt Paektu visited Chairman Kim Jong Il's birthplace in the Paektusan Secret Camp on Monday. They looked round the historical mementoes preserved at the birthplace in the Paektusan Secret Camp. They made rounds of the log cabin of the headquarters where a red flag of the revolution is fluttering the monument to the poem written by President Kim Il Sung the shallow well used by anti-Japanese war heroine Kim Jong Suk and trees bearing revolutionary slogans written by her etc. That day they toured the Sajabong Secret Camp. At a gathering for expressing impressions on the reminiscences of anti-Japanese guerrillas held during their expedition they refreshed their determination to defend and glorify the revolutionary traditions of Mt Paektu and discharge their duty in the van of the struggle for accomplishing the revolutionary cause of Juche. They are marching through the thick forest of Mt Paektu singing revolutionary songs in chorus.  ,Rodong Sinmun,2/25/2020
75676,Day of Shining Star Celebrated Abroad,Celebrations book and photo exhibitions film shows and receptions took place at the DPRK missions in Cuba Laos Nepal Malaysia Myanmar Bangladesh Syria Iran Indonesia India Cambodia Pakistan Kuwait Nigeria South Africa DR Congo Libya Algeria Uganda Egypt Ethiopia Germany Romania Bulgaria Belarus Switzerland Italy Spain the Czech Republic Mexico Brazil and Venezuela the DPRK permanent mission to the UN Office and international organizations in Geneva and the DPRK permanent mission to the UN from Feb. 6 to 16 on the occasion of the birth anniversary of Chairman Kim Jong Il. Korean films such as ^My Country Has Emerged Victorious by Dint of Single-minded Unity^ were screened at the film shows. Present at the events on invitation were personages of governments political parties organizations institutions and masses of those countries and representatives of international and regional bodies with officials of the DPRK missions on hand. The senior leader of the Indian People's Party said that the great leader Kim Jong Il smashed the increasing moves of the imperialists to isolate and stifle the DPRK with his unique Songun politics and safeguarded the country's security and the people's fate. A vice-minister of the Ministry of Foreign Affairs of Venezuela expressed his view that the international status of the DPRK rising tremendously in the world's spotlight would be unthinkable without the feats of H. E. Kim Jong Il. The chairman of the Permanent Standing Committee of the Belarus National Association of Friends of Korean People Named after Kim Il Sung and Kim Jong Il said that one of the greatest feats of Kim Jong Il was that he proved the scientific accuracy of socialism and the inevitability of its victory and firmly defended the banner of socialism during the period when the world socialist movement experienced a temporary frustration. A member of the Central Executive Committee of the League for National Democracy of Myanmar the chairman of the Supreme Council of the National Socialist Party (Romania) the general secretary of the Movement for Peace and Socialism of Italy the general secretary of the Central Committee of the People's Socialist Party of Mexico the councilor of the European Society for the Study of the Juche Idea and the chairman of the Central Committee of the Workers' Party of Bangladesh commended Kim Jong Il as a master of ideology and theory a rare Songun brilliant commander and a peerlessly great sage and stressed that the feats of the great man will be remembered by all people forever.,Rodong Sinmun,2/25/2020
75677,Homepage for Korea National Heritage Protection Fund Opens,The Korea National Heritage Protection Fund opened its homepage to promote the work for protecting the nation's excellent cultural heritages. Displayed in the homepage are letters reading 'œLet us defend the soul of the nation'. It deals with such items as introduction of the fund donation content and field introduction of national heritages historical data introduction of donator and news. It highlights the immortal feats of the peerlessly great men who added luster to the time-honored and brilliant culture of the nation. It also explains the establishment of the fund and its mark mission organizational structure principle of donation credentials issuing supervision and management system business affair etc. The Korea National Heritage Protection Fund is located in Taedongmun-dong of Central District Pyongyang.,Rodong Sinmun,2/25/2020
75678,Crime of Japanese Imperialists Who Fabricated,  Japanese imperialists fabricated the Korea-Japan Protocol on Feb. 23 1904. The Korea-Japan Protocol clearly proves that the Japanese imperialists' occupation of Korea was a brazen-faced and brigandish act. The fabrication of the protocol was a part of the preparations of the Japanese imperialists to occupy Korea by force of arms and totally colonize it. The Japanese imperialists fabricated the aggressive protocol after occupying the whole of Korea by force of arms. The protocol was the brigandish product of the Japanese imperialists' persistent violence. It is clearly evidenced by the threat and blackmail kidnapping and detention of the supreme ruler and high-ranking officials of the feudal government of Korea. The protocol was an aggressive document that provided a legal guarantee to occupy Korea by force of arms under the pretext of 'œprotection'. The Japanese imperialists talking about the 'œpeace on the Orient' and 'œindependence of Korea and preservation of its territory' in the protocol tried to cover up their aggressive nature. But it is very self-evident that their act was aimed to impose heavy burdens for war upon the Korean people while using Korea as a theater of aggressive war and to lay the foundation for monopolizing it as their total colony. The Japanese imperialists fabricated the 'œUlsa(1905) Five-point Treaty' and the 'œKorea-Japan Annexation Treaty' in 1910 in a brigandish manner and thus annexed the territory of Korea to them. The hideous crimes of the Japanese imperialists who forced the Korean people into all unequal treaties and mercilessly seized the sovereignty of Korea will certainly face the stern judgment of history.,Pak Song Yong,2/25/2020
75679,Always Interested in the Well-being of Scientists,In January many years ago Supreme Leader Kim Jong Un looked round the State Academy of Sciences all through the morning and gave highly important instructions for the development of national science. He then went to the Yonphung Lake where a scientists holiday camp would be built and spent all the afternoon giving the relevant advices. That evening an official told Kim Jong Un with emotion that he had so far spent a day and a half for the good of scientists because he had a hard time offering guidance on the construction of a scientists street in the afternoon of last day too. Kim Jong Un said that he thought of scientists not for one and a half day but all the year round. The officials looked up to him with a lump in their throats. Our scientists lead happy honorable lives under the great loving care of Kim Jong Un.,Jang Jong Chol,2/25/2020
75680,The Special Guests Invited,Supreme Leader Kim Jong Un visited a scientific research institute in June 2015. He was very much satisfied with the successes gained by its scientists in their research projects. He remarked that they worked in practice to carry out the instructions of Chairman Kim Jong Il and warmly said that he was hugely delighted to meet the patriots who devoted themselves to their scientific pursuits true to the instructions regardless of being noticed or unnoticed. He then proceeded to define the scientists as patriotic ones. That day he pointed out that the scientists procured an excellent present for the 70th birthday (October 10 1945) of the Workers' Party of Korea with a full determination to be true scientists who served their country and people and that he was anxious to carry them on his back and bestow all the things of the world upon them. He proposed highly honoring the merited officials and scientists of the institute for what they did and declared that they were invited to the celebrations of the birthday as special guests. Indeed Kim Jong Un's infinite love for and implicit confidence in scientists constitute a source of unfathomable strength which develops our country into a great scientific and technological powerhouse.,O Mun Il,2/25/2020
75681,Mirim Riding Club,Pyongyang** February 24 (KCNA) -- The Mirim Riding Club in Pyongyang is crowded with working citizens and schoolchildren.,KCNA,2/25/2020
75682,Phyongchon Trolley Bus Office,Pyongyang** February 24 (KCNA) -- The Phyongchon Trolley Bus Office in Pyongyang** the capital city of the DPRK** intensifies the disinfection of passenger vehicles to prevent COVID-19.,KCNA,2/25/2020
75683,COVID-19 Cases Reach 13 in S. Korean Army,Pyongyang** February 25 (KCNA) -- According to the south Korean CBS** the number of COVID-19 cases increased to 13 in the south Korean army as of 16:00 Monday** with two more cases diagnosed as being infected with novel coronavirus. The CBS said that over 350 personnel were quarantined for having contacts with confirmed cases and showing symptoms.,KCNA,2/25/2020
75684,Country Can Prosper Only by Dint of Talents: Rodong Sinmun,Pyongyang** February 25 (KCNA) -- Rodong Sinmun Tuesday in an editorial says that all the sectors and units should put greater efforts to training talents in order to achieve a new victory in the on-going offensive for making a breakthrough head-on by dint of self-reliance. The present age is the age of knowledge-based economy in which everything is decided by talents** and no success can be achieved in the overall socialist construction without training of talents** the editorial says** and goes on:Only when there are many talents** can the country prosper. All the sectors and units should bring up more talents to break through head-on all the barriers to our advance** activate the production and open wide the avenue for prosperity. We can solve problems arising in the economic construction by our own efforts as well as we wish if only we have dependable talents. Attaching importance to talents is the consistent policy of our Party. At present** we are pushing ahead with the building of a powerful socialist country** producing even things that can not be found in other parts of the world by dint of self-reliance once we make up our mind despite the unprecedented blockade and pressure. This would have been unthinkable without our Party's idea of attaching importance to talents and its wise leadership. The vigorous advance and bright future of our country are guaranteed by revolutionary talents. All the sectors and units should thoroughly establish the traits of sowing seeds and reaping fruits by their own efforts in the work for training talents.,KCNA,2/25/2020
75685,Press Review,Pyongyang** February 25 (KCNA) -- Following are major news items and articles in newspapers of the DPRK on Tuesday:Articles mark the 6th anniversary of the publication of Supreme Leader ''Kim Jong Un's work ^Let Us Hasten the Final Victory through a Revolutionary Ideological Offensive^. Deputies to the Supreme People's Assembly of the DPRK visited Chairman ''Kim Jong Il's birthplace in the Paektusan Secret Camp and toured the Sajabong Secret Camp. Officials of the women's union from across the country made an expedition to the revolutionary battle sites and revolutionary sites in the area of Mt Paektu. A joint celebration meeting of Nordic progressive political parties and friendship organizations was held in Sweden. Damage caused by COVID-19 increases in different countries and efforts against COVID-19 are being redoubled. Rodong SinmunAn editorial stresses that the country can prosper when having many talents. The work to prevent COVID-19 is being intensified at different units. Minju JosonAn article says that the imperialists' ^aid^ is the noose of domination and subordination.,KCNA,2/25/2020
75686,Day of Shining Star Celebrated in Sweden,Pyongyang** February 25 (KCNA) -- A joint celebration meeting of Nordic progressive political parties and friendship organizations was held in Sweden on February 15 ahead of the birth anniversary of Chairman ''Kim Jong Il (the Day of the Shining Star). Present at the meeting were personages of progressive political parties** organizations for friendship and solidarity with the Korean people and organizations for the study of the Juche idea in Nordic countries including Finland** Norway and Sweden** and the DPRK ambassador to Sweden and staff members of his embassy. The attendees laid bouquets and flowers and made a bow before the art work depicting President ''Kim Il Sung and Chairman ''Kim Jong Il standing together. Tommi Lievemaa** vice-chairman of the Finnish Communists' League** Christer Lundgren** chairman of the Sweden-Korea Friendship Association** and Dag Norum** chairman of the Ostfold County Committee of the Communist Party of Norway** and others made speeches at the meeting. Speakers said that ''Kim Jong Il was the guardian of socialism who indicated the road to victory of socialism by conducting outstanding ideological and theoretical activities and defended the sovereignty of the DPRK and the destiny of the people with the treasured sword of Songun. They noted that the exploits performed by ''Kim Jong Il** who dedicated his whole life to the people and vigorously advanced the cause of global independence under the banner of independence against imperialism** will shine forever. They expressed belief that the Korean people would surely accomplish the cause of building a powerful socialist country thanks to Supreme Leader ''Kim Jong Un who is carrying forward the idea and cause of ''Kim Jong Il. A congratulatory message to ''Kim Jong Un was adopted at the meeting.,KCNA,2/25/2020
75646,About Successes Made in Developing Advanced Industry of Our Style,Successes are made in the work of establishing the phosphatic fertilizer industry fully relying on local materials. Researchers succeeded in making a binder for producing phosphatic fertilizer with domestic materials and fuel instead of coke. Major facilities for the production of phosphatic fertilizer were manufactured with our own efforts and technology. Most facilities which had been installed or are being installed at present since the beginning of the construction of the Sunchon Phosphatic Fertilizer Factory are made by our workers with their own efforts and technology. Progresses were also reported from the work for environmental protection around the factory.,Rodong Sinmun,2/24/2020
75647,By Further Intensifying Anti-epidemic Work,The anti-epidemic work is being further intensified in all parts of the country to prevent the COVID-19. Kangwon province is conducting the political work and hygienic propaganda activities in a practical way so that all its people can always keep themselves strained. It sent thousands of officials to dongs neighborhood units and other residential areas to conduct intensive hygienic propaganda activities among hundreds of thousands of inhabitants. Having already distributed tens of thousands of hygienic propaganda data and political work conferences including the public guide about the prevention and treatment of COVID-19 to all units in time it makes sure that all people clearly know the common sense about infectious disease and work and live as required by it. Phyongwon county South Phyongan province and Pongsan county North Hwanghae province South Hwanghae Province Jagang Province and other areas are waging the hygienic and anti-epidemic work in a responsible way to prevent the COVID-19.   ,Kim Kwang Guk,2/24/2020
75648,Course of Exploration Covered by Themselves,Kim Ok Hui director of the Doctoral Institute of the Pyongyang Jang Chol Gu University of Commerce has worked to raise the productivity of cloth and reduce its waste use. She has made strenuous efforts to find effective methods of saving even a slip of cloth and thus successfully developed a more effective material management system than ever.,Pak Hyon,2/24/2020
75649,Good Results Can Be Made Only When They Put Heart and Soul into the Work, The Wonsan University of Education made a series of successes last year by endeavoring to heighten qualifications of teachers. The university meticulously organized the work of improving qualifications of teachers. First of all it ensured that all departments and chairs set correct goals for improvement of qualification and reviewed their implementation every week. It newly organized the ability assessment work on foreign language computer and major subjects and arranged for teachers to participate in lectures given by able lecturers twice or thrice a week. As a result the number of holders of academic degree markedly increased as against the previous days and abilities of teachers rose as a whole.,Paek Song Gun,2/24/2020
75650,Jo Wal Nam an Anti-Japanese Revolutionary Fighter, After joining the Anti-Japanese People's Guerilla Army when he was 17 Jo Wal Nam was appointed as an orderly of the headquarters and grew up to be a revolutionary under the particular care of President Kim Il Sung. At the time of the Luozigou battle organized and commanded by the President in June Juche 23 (1934) Jo ran through the rain of bullets at the cost of his life in order to deliver the operational intention of the President as early as possible. Though he was seriously hurt in his leg he treated him on his own and finally performed his duty. Jo also put great efforts into taming a white horse to serve the President well. Jo Wal Nam is still alive in the minds of our people as a revolutionary for his absolute belief in and boundless loyalty and devotion to the President.,Ri Hong Chol,2/24/2020
75651,Rank of Harmonious Whole Advances,  The decision of our Party is precisely practice and glorious victory!This is the unshakable conviction of our people who have daringly turned out in the offensive for making a head-on breakthrough true to the call of the Central Committee of the Workers' Party of Korea. Supreme Leader Kim Jong Un said that he is going to make revolution in dependence on broad masses the best people in the world who were grown up and taken good care of by President Kim Il Sung and Chairman Kim Jong Il. Implanted in his mind is the appearance of our people as that of the greatest and best people in the world and the heroic people. The present offensive for making a breakthrough head-on is the grandiose blueprint unfolded by our Party with belief in people. Our people regarding the very noble belief of the peerlessly great man as the whole of their life will break through all sorts of barriers to their present offensive and create continued and successive world-startling miracles of historic significance under the wise leadership of the great Party.,Kim Il Gwon,2/24/2020
75652,Supreme Leader Kim Jong Un Sends Congratulatory Message to Ho Jong Man,Kim Jong Un chairman of the State Affairs Commission of the Democratic People's Republic of Korea sent a congratulatory message to Ho Jong Man chairman of the Central Standing Committee of the General Association of Korean Residents in Japan (Chongryon) on Feb. 21. Kim Jong Un in the message extended warm congratulations to Ho Jong Man on his 85th birth anniversary on behalf of the government of the DPRK and all the people in the homeland. Ho Jong Man is a precious veteran of our Party and revolution and prominent activist in the movement of overseas compatriots who made a tangible contribution to developing Chongryon into the vanguard organization in the Juche-oriented movement of overseas compatriots true to the idea and leadership of President Kim Il Sung and Chairman Kim Jong Il for a long time the message said. Chongryon has turned into an overseas revolutionary organization with firm ideological and leadership system of Juche and an overseas compatriots' organization that shares destiny with the homeland to the last in any adversity which is associated with his efforts and energies the message noted. Our country and people highly appreciate his noble loyalty and heroic feats recorded in the sacred annals of the revolutionary cause of Juche and pay deep respects to him for taking the lead in the ongoing offensive for making a breakthrough head-on for overcoming barriers to the movement of Koreans in Japan the message pointed out. Kim Jong Un in the message wished him good health and all his family members happiness hoping that he would lead more vigorously the struggle for adding eternal brilliance to the idea on the Juche-oriented movement of overseas compatriots and the immortal leadership feats of the great leaders and hastening a fresh heyday in the movement of Koreans in Japan full of energy despite his advanced age.,Rodong Sinmun,2/24/2020
75653,Title of Labor Hero of DPRK Awarded to Ho Jong Man,Ho Jong Man chairman of the Central Standing Committee of the General Association of Korean Residents in Japan (Chongryon) who made a great contribution to the accomplishment of the revolutionary cause of Juche and the patriotic cause of Chongryon with the absolute loyalty to President Kim Il Sung Chairman Kim Jong Il and Supreme Leader Kim Jong Un was awarded the title of Labor Hero of the DPRK and Gold Medal (Hammer and Sickle) and Order of National Flag 1st Class. A relevant decree of the Presidium of the Supreme People's Assembly of the DPRK was issued on Feb. 14.,Rodong Sinmun,2/24/2020
75654,Latin American Regional Internet Seminar Juche Idea and Self-Reliance Held,A Latin American regional internet seminar ^the Juche idea and self-reliance^ was held in Brazil on February 14 to mark the Day of the Shining Star (birth anniversary of Chairman Kim Jong Il). Attending the seminar were chiefs of the organizations for the study of the Juche idea and adherents of the Juche idea in Latin American region. Lucas Rubio chairman of the Brazilian Center for the Study of Songun Politics made a keynote report at the seminar. He recalled that President Kim Il Sung and Chairman Kim Jong Il founded developed and enriched the immortal Juche idea to illuminate the road ahead of the era of independence. He said that the Korean people could liberate their country from the Japanese imperialist colonial rule and win the victory in the hard-fought Fatherland Liberation War as they had the Juche idea the great ideological weapon. He said that the proud history and experience of the Democratic People's Republic of Korea which has emerged victorious along the road of Juche serve as the model for the Latin American people in the struggle for independence against imperialism. Several personages including the chiefs of the organizations for the study of the Juche idea in Mexico Peru Venezuela Chile and Colombia took the floor. They introducing the reality of the DPRK which makes all the people well versed in science and technology under the uplifted banner of giving priority to self-development based on modern science and technology expressed the belief that the Korean people would certainly build a powerful socialist country with their own efforts technology and resource with self-reliance as the treasured sword for prosperity. A congratulatory message to Supreme Leader Kim Jong Un was adopted at the seminar.,Rodong Sinmun,2/24/2020
75655,Chongryon Gives Lecture,The General Association of Korean Residents in Japan (Chongryon) gave a lecture at the Korean Hall in Tokyo on Feb. 21 in celebration of the Day of the Shining Star the birth anniversary of Chairman Kim Jong Il. Attending it were Ho Jong Man chairman of the Chongryon Central Standing Committee Nam Sung U vice-chairman of the Chongryon Central Standing Committee Pae Jin Gu vice-chairman and concurrently director general of the General Affairs Department of the Chongryon Central Standing Committee and officials of the organizations. The participants watched a video ^The Career Shining with People-bound Train. ^The video carries the historical scenes showing the revolutionary career of Chairman Kim Jong Il who shared common weal and woe with the people on the people-bound train all his life true to President Kim Il Sung's noble idea of believing in the people as in Heaven. Watching the video the participants keenly felt that the high-intensity forced march made by Kim Jong Il on train was the one for defending the destiny of the country and the people and the one of patriotic devotion for the building of a powerful socialist country and the happiness of the people. They admired at the tender-hearted image of Kim Jong Il who met officials of Chongryon and showed deep loving care for them though he was busy with giving his field guidance saying that they are comrades-in-arms in the same trench and the Koreans in Japan are all his family members.,Rodong Sinmun,2/24/2020
75656,SPA Deputies Start Expedition to Mt Paektu,  Deputies to the Supreme People's Assembly of the DPRK started an expedition to Mt Paektu. The expedition group will tour Mt Paektu revolutionary battle sites and revolutionary sites in the area of Mt Paektu. The expedition group held a meeting at the plaza before the statue of Chairman Kim Jong Il in Samjiyon City on Sunday. At the end of the meeting the deputies to the SPA left for the Rimyongsu Revolutionary Site. After arriving at the revolutionary site they were briefed on it before the monument to field guidance of President Kim Il Sung and looked round various places. That day they visited the Chongbong Bivouac where the statue of Kim Il Sung who is maturing the plan for the offensive in the Musan area stands and the Konchang Bivouac.  ,Rodong Sinmun,2/24/2020
